project_id,project_code,project_name,project_type,facility_id,priority,status,active_flag
d9ea1a0a-d2ce-45da-8276-45156e3d4b5f,T1_RSV_REGEN_GAS_COALESCER,T1 - RSV/Regen Gas Coalescer,Pre-FID Project Work (DevEx),FAC_PIPESTONE,,Active,true
b361c97b-670d-4d9c-bafa-dfefde406fcd,T1_MERICAT_IMPROVEMENTS,T1 - Mericat Improvements,Pre-FID Project Work (DevEx),FAC_PIPESTONE,,Active,true
3c25f206-47af-4ce0-857a-4d2bca0204ca,T1_WATER_INJECTION,T1 - Water Injection,Pre-FID Project Work (DevEx),FAC_PIPESTONE,,Active,true
c97548e8-664c-44c1-942c-a9b5c03a9e72,T1_RICH_AMINE_FILTER_REPLACEMENT,T1 - Rich Amine Filter Replacement,Pre-FID Project Work (DevEx),FAC_PIPESTONE,,Active,true
33d5581d-cef8-4aa6-9c1b-5373d97417f9,T2_WO_1607,T2 - WO 1607,Pre-FID Project Work (DevEx),FAC_PIPESTONE,,Active,true
a0088004-3ffc-41c4-ada6-f697d2a9689c,K_201_VIBRATION,K-201 Vibration,Pre-FID Project Work (DevEx),FAC_DIMSDALE,,Active,true
86c0946a-6cdb-4a8c-82e6-170769e00958,TOWNSEND_LOAD_SHEDDING_OPTIMIZATION,Townsend Load Shedding Optimization,Pre-FID Project Work (DevEx),FAC_NEBC,,Active,true
35184c71-c8ef-4fcc-90d4-c291f79b41b7,NORTH_PINE_E_GEN,North Pine E-Gen,Pre-FID Project Work (DevEx),FAC_NEBC,,Active,true
bba20978-5c78-4e28-87ad-19fefb990414,C41F_CYCLONE_SEPARATOR,C41F - Cyclone Separator,Pre-FID Project Work (DevEx),FAC_NEBC,,Active,true
6f28fbfe-4693-4d8e-ad3a-6973fbe31896,TOWNSEND_2027_TA_PRESPEND,Townsend 2027 TA - Prespend,Pre-FID Project Work (DevEx),FAC_NEBC,,Active,true
5a95ab38-3103-4fe9-b4b1-2977fbb4f675,16_24_RTU,16-24 RTU,Pre-FID Project Work (DevEx),FAC_DIMSDALE,,Active,true
02c6118f-f62d-410f-b79a-66014e53dcbf,WATER_DEWPOINT_ANALYZER,Water Dewpoint Analyzer,Pre-FID Project Work (DevEx),FAC_DIMSDALE,,Active,true
0b70ed61-63fa-49c7-b176-5ca17910bdd0,WARM_STORAGE,Warm Storage,Pre-FID Project Work (DevEx),FAC_DIMSDALE,,Active,true
a2b51233-cb8a-45d6-9f61-00a911645d6c,53_F,53-F,Pre-FID Project Work (DevEx),FAC_NEBC,,Active,true
ade6552c-0449-4ee8-a3e9-368806259374,BLAIR_CREEK_58_F_TIE_IN,Blair Creek 58-F tie in,Pre-FID Project Work (DevEx),FAC_NEBC,,Active,true
ae81d713-aff4-484f-9a67-855ec6992e69,GRIFFITH_1_MCC_END_OF_LIFE_REPLACEMENT,Griffith - #1 MCC End of Life Replacement,Pre-FID Project Work (DevEx),FAC_GRIFFITH,,Active,true
e0da924a-5969-43f5-9582-28006e569e3a,GRIFFITH_BUCKEYE_C4_BATCHING_PROJECT_OVE,Griffith - Buckeye C4 Batching Project (+ Over Pressure Protection),Pre-FID Project Work (DevEx),FAC_GRIFFITH,,Active,true
a349195f-6c12-4c95-a1da-7e08e7920733,GRIFFITH_CONTROL_SYSTEM_END_OF_LIFE_DCS,Griffith - Control System End of Life (DCS Replacement),Pre-FID Project Work (DevEx),FAC_GRIFFITH,,Active,true
769255f3-56a7-4aa0-9a0f-2d6f191c0ca1,GRIFFITH_PROPANE_CAVERN_PUMP_P_01_REPLAC,"Griffith - Propane Cavern Pump, P-01, Replacement",Pre-FID Project Work (DevEx),FAC_GRIFFITH,,Active,true
24408420-06fc-4561-af9d-e041522a652b,SLAVE_LAKE_RISK_REDUCTION_PROJECT,Slave Lake - Risk Reduction Project,Pre-FID Project Work (DevEx),FAC_SLAVE_LAKE,,Active,true
925952d6-57a6-4dc0-9ae5-6d8ba0ddd0c8,SUNDRE_RISK_REDUCTION_PROJECT,Sundre - Risk Reduction Project,Pre-FID Project Work (DevEx),FAC_SUNDRE,,Active,true
5f57b034-52a1-4919-bc7d-fda433b4e194,LOAD_SHEDDING_OPTIMIZATION,Load Shedding Optimization,Pre-FID Project Work (DevEx),FAC_TOWNSEND,,Active,true
cc772dd3-687d-471c-8220-c2f7fa87429e,58_F_TIE_IN,58-F tie in,Pre-FID Project Work (DevEx),FAC_BLAIR,,Active,true
001fe018-f780-49aa-8660-3982ca71e63f,EEEP_ETHANE_PUMP_REDUNDANCY,EEEP Ethane Pump Redundancy,Pre-FID Project Work (DevEx),FAC_EEEP,,Active,true
1788fa74-eb49-41b2-b382-51441a5d7669,AFS_RAIL_RACK_LOADING_ARM_MODIFICATIONS,AFS - Rail Rack Loading Arm Modifications,Pre-FID Project Work (DevEx),FAC_AFS,,Active,true
a85b7cb3-c68c-4fb2-bbcc-b1b2951d80b2,AFS_TANK_FARM_LINER_REPLACEMENT,AFS - Tank Farm Liner Replacement,Pre-FID Project Work (DevEx),FAC_AFS,,Active,true
6726fa91-c8c0-42d5-bfd6-f3a44055fd5c,CRUDE_AND_TERMINALS_VOC_EMISSION_CAPTURE,Crude and Terminals - VOC Emission Capture from Truck & Tanks,Pre-FID Project Work (DevEx),FAC_CRUDE_TERMINALS,,Active,true
0a197585-14d7-4384-9215-8ec7ae3ab70d,EEEP_FIREWATER_SYSTEM_RISK,EEEP Firewater System Risk,Pre-FID Project Work (DevEx),FAC_EEEP,,Active,true
edecc248-2fdb-4b90-a6eb-a567f161989f,EEEP_COMPRESSION_MODERNIZATION,EEEP Compression Modernization,Pre-FID Project Work (DevEx),FAC_EEEP,,Active,true
d488e7a5-346c-441d-9da1-c1a622e78f31,GRIFFITH_CAVERN_ESDV_ISOLATION,Griffith - Cavern ESDV Isolation,Pre-FID Project Work (DevEx),FAC_GRIFFITH,,Active,true
f78f712a-6dc6-4c6d-b196-9c273695fb44,JEEP_EMERGENCY_GENERATOR_OBSOLETE,JEEP Emergency Generator Obsolete,Pre-FID Project Work (DevEx),FAC_JEEP,,Active,true
29890261-f485-42e0-b6a2-18719b62cf61,T1_MOLE_SIEVE_LEAN_REGEN_GAS_SOURCE,T1- Mole Sieve Lean Regen Gas Source,Pre-FID Project Work (DevEx),FAC_PIPESTONE,,Active,true
37576e75-5936-478e-9ed3-4010b73b9830,RAILRACK_REDESIGN_ARM_REMOVAL,Railrack Redesign (Arm removal),Pre-FID Project Work (DevEx),FAC_RIPET,,Active,true
e6102f81-c755-4cc9-8079-e5c8d234b67e,SLAVE_LAKE_DRILLSOL_TANK_AND_BLEND_TANK,Slave Lake - Drillsol Tank and Blend Tank Mixers,Pre-FID Project Work (DevEx),FAC_SLAVE_LAKE,,Active,true
33e7f2eb-a09c-4d06-8dc4-e41a8143bfea,SUNDRE_TRAIN_1_EXCHANGER_REPLACEMENT_E_1,Sundre - Train 1 Exchanger Replacement (E-130),Pre-FID Project Work (DevEx),FAC_SUNDRE,,Active,true
2fd7a362-2c35-4a7e-8d16-fa87d4860188,SUNDRE_TRAIN_1_EXCHANGER_REPLACEMENT_E_5,Sundre - Train 1 Exchanger Replacement (E-510),Pre-FID Project Work (DevEx),FAC_SUNDRE,,Active,true
5ec270c5-3b9e-4939-8eea-f0f61e28eae9,T1_T2A_CONNECTION_TO_TC_SALES_HIGHER_PRE,T1/T2A connection to TC sales (higher pressure sales gas system),Pre-FID Project Work (DevEx),FAC_TOWNSEND,,Active,true
13201b69-5f3d-4fbf-8b1c-e9e9b15d4f80,PIPESTONE_FEED_GAS_COMPRESSOR_VALVES_VVC,Pipestone Feed Gas Compressor - Valves/ VVCP - Inlet Separation Upgrades,Pre-FID Project Work (DevEx),FAC_PIPESTONE,,Active,true
108302de-bbbf-4887-a2bb-cf5048ba8647,200702101_STORM_LACT,200702101 - Storm LACT,Growth & Opti Project,FAC_TOWNSEND,,Active,true
1e23ae85-3c83-49a3-bc5f-d0af4f2929a1,200702102_STORM_PL_LATERAL,200702102 - Storm PL Lateral,Growth & Opti Project,FAC_TOWNSEND,,Active,true
a66ead18-7f92-4c2f-aa37-412344a8caee,200702103_STORM_LACT_PL_COMMISSIONING,200702103 - Storm LACT/PL Commissioning,Growth & Opti Project,FAC_TOWNSEND,,Active,true
54b9c3e6-a2b5-4df9-b8df-93fff08523a3,200704201_NIG_CREEK_GP2B_PHASE_1,200704201 - NIG Creek - GP2B Phase 1,Growth & Opti Project,FAC_AITKEN,,Active,true
f50116b9-5072-404e-8c05-208cec25d473,200704202_NIG_CREEK_GP2B_PHASE_2,200704202 - NIG Creek - GP2B Phase 2,Growth & Opti Project,FAC_AITKEN,,Active,true
c291fa4a-66c5-48bf-acbe-2c5d11610a62,201900100_2020_RIPET_OPTIMIZATION,201900100 - 2020 RIPET Optimization,Growth & Opti Project,FAC_RIPET,,Active,true
cd180588-b34f-48c1-a194-5963dfde30a8,201900200_2020_RIPET_OPTIMIZATION,201900200 - 2020 RIPET Optimization,Growth & Opti Project,FAC_RIPET,,Active,true
f482bb27-5b48-4236-8c73-09c763307af1,201900500_MARINE_LOADING_PUMP,201900500 - Marine Loading Pump,Growth & Opti Project,FAC_FERNDALE,,Active,true
96640b1e-0d8b-4e5c-b59c-3618e75f2e73,210703900_NORTH_PINE_SULPHUR_ANALYZER,210703900 - North Pine Sulphur Analyzer,Growth & Opti Project,FAC_NORTH_PINE,,Active,true
ca339cc8-b50a-4748-b49b-90b9822f2739,210705500_NPINE_PERM_SPEC_C3_C4_TRUCK_IN,210705500 - NPine Perm Spec C3 C4 Truck-In,Growth & Opti Project,FAC_NORTH_PINE,,Active,true
f8f0e1c0-7997-49a8-b7b7-6556de87ea2d,210706300_NGL_SALES_SULPHUR_ANALYZER,210706300 - NGL Sales Sulphur Analyzer,Growth & Opti Project,FAC_TOWNSEND,,Active,true
3d74bf46-5de8-4d0d-8cac-191253cf895b,211900300_INTALCO_LAND_PURCHASE,211900300 - Intalco Land Purchase,Growth & Opti Project,FAC_FERNDALE,,Active,true
859c7e02-abcc-4dd4-b862-577a1b8fe329,211901700_SLAVE_LAKE_TANK_FARM_ADDITION,211901700 - Slave Lake Tank Farm Addition,Growth & Opti Project,FAC_SLAVE_LAKE,,Active,true
8613dd7a-d8df-4c71-84a8-67dc2c59c5e9,211901800_FERNDALE_MLA_REPLACEMENT,211901800 - Ferndale MLA Replacement,Growth & Opti Project,FAC_FERNDALE,,Active,true
f5c6ab36-a54b-45db-9e7d-141a3c37bc6f,211902200_RIPET_E_GENERATOR,211902200 - RIPET E - Generator,Growth & Opti Project,FAC_RIPET,,Active,true
7d3bc264-b672-4543-b8ae-4d7ce13a0dbc,220702000_HARMATTAN_DEMURRAGE_REDUCTION,220702000 - Harmattan Demurrage Reduction,Growth & Opti Project,FAC_HARMATTAN,,Active,true
54596c72-67d4-4828-8b91-67c23c477294,220702400_MERC_115_DEBOTTLENECK,220702400 - MERC 115% Debottleneck,Growth & Opti Project,FAC_TOWNSEND,,Active,true
7132b40c-8131-42da-94fe-b32866746299,220702500_N_PINE_C3_SHIPPING_PUMPS_UPG,220702500 - N. Pine C3 Shipping Pumps UPG,Growth & Opti Project,FAC_NORTH_PINE,,Active,true
bc3476a3-aa5b-475a-890f-2a14e8aeef7c,220702801_STINGRAY_PL_CONSTRUCTION,220702801 - Stingray - PL Construction,Growth & Opti Project,FAC_HARMATTAN,,Active,true
ec0b0ef8-4775-4a0b-8e40-a68cb7bbe326,220702802_STINGRAY_EAGLE_HILL_PIP_MODS,220702802 - Stingray - Eagle Hill Pip Mods,Growth & Opti Project,FAC_HARMATTAN,,Active,true
1206ff14-03e1-4dd4-968c-ec8e473f5bb1,220702803_STINGRAY_HARM_PIPING_MODS,220702803 - Stingray - HARM Piping Mods,Growth & Opti Project,FAC_HARMATTAN,,Active,true
82131021-625b-4aa4-ad3a-f422d3f91e88,220702804_STINGRAY_PL_INTEGRITY_AUTOM,220702804 - Stingray - PL Integrity/Autom,Growth & Opti Project,FAC_HARMATTAN,,Active,true
e3d9ca97-378b-4471-813b-0bf4286940b4,220703000_MERC_133_DEBOTTLENECK,220703000 - MERC 133% Debottleneck,Growth & Opti Project,FAC_TOWNSEND,,Active,true
42b985b2-9bfc-4629-ae38-7717778aecc8,221900600_PERMANENT_400T_CHILLER,221900600 - Permanent 400T Chiller,Growth & Opti Project,FAC_FERNDALE,,Active,true
d88b80f9-59f4-4064-b616-a201e7dde2aa,221901200_YELLOWKNIFE_TANK_FARM_STORAGE,221901200 - Yellowknife Tank Farm Storage,Growth & Opti Project,FAC_YELLOWKNIFE,,Active,true
f64be5d1-db84-4991-819a-1c6f55c7e745,221901400_GRIFFITH_TEPPCO_CONNECTION,221901400 - Griffith TEPPCO Connection,Growth & Opti Project,FAC_GRIFFITH,,Active,true
2146f697-ddaf-4238-9e75-a70c2f9281c3,221902001_EXPANSION_PREFEED,221902001 - Expansion  - PreFEED,Growth & Opti Project,FAC_RIPET,,Active,true
73c598b3-aa54-40be-a81b-2a70c62aad85,221902100_RIPET_3RD_LPG_FEED_PUMP,221902100 - RIPET 3rd LPG FEED Pump,Growth & Opti Project,FAC_RIPET,,Active,true
26b8c61d-c1a5-4a7f-9f1a-d6e55dfdc387,221903000_SLAVE_LK_NATURAL_GAS_TIE_IN,221903000 - Slave LK Natural Gas Tie-In,Growth & Opti Project,FAC_SLAVE_LAKE,,Active,true
81f45223-fde1-4b47-b054-680a320ceaed,221903201_RIEEF_PREFEED,221903201 - RIEEF - PreFEED,Growth & Opti Project,FAC_REEF,,Active,true
87fb42e5-6b07-4569-9eb6-1ca343a3daba,230000100_UOC_REMOTE_MONITORING,230000100 - UOC Remote Monitoring,Growth & Opti Project,FAC_MIDSTREAM,,Active,true
8b74952f-d9a3-4e3b-b6f7-3723fec83d47,230001501_RIEEF_FEED_BARGE_LANDING,230001501 - RIEEF FEED - Barge Landing,Growth & Opti Project,FAC_REEF,,Active,true
2ce88dbe-7157-4552-8437-32efba353c01,230001502_RIEEF_FEED_COMMON,230001502 - RIEEF FEED - Common,Growth & Opti Project,FAC_REEF,,Active,true
45f4832c-3e95-40ec-ac98-88cd3b64aa70,230001503_RIEEF_FEED_JETTY,230001503 - RIEEF FEED - Jetty,Growth & Opti Project,FAC_REEF,,Active,true
4110d91c-49aa-4fae-a87f-ab74ee320ec0,230001504_RIEEF_FEED_RRUC_EARTHWORKS,230001504 - RIEEF FEED - RRUC Earthworks,Growth & Opti Project,FAC_REEF,,Active,true
bdfb4fed-3385-4bb1-8033-eae041f11d0f,230001505_RIEEF_FEED_RRUC_RAIL,230001505 - RIEEF FEED - RRUC Rail,Growth & Opti Project,FAC_REEF,,Active,true
b3c8f24c-1615-4d7c-95b0-cd102a1b54bd,230001506_RIEEF_FEED_RRUC_TERMINAL,230001506 - RIEEF FEED - RRUC Terminal,Growth & Opti Project,FAC_REEF,,Active,true
2625f735-6db0-4ada-abc5-cc739d65b160,230001507_RIEEF_FEED_STORAGE,230001507 - RIEEF FEED - Storage,Growth & Opti Project,FAC_REEF,,Active,true
c113a4b2-7cda-4f39-ba21-7172b176ad0d,230001508_RIEEF_FEED_UPLAND,230001508 - RIEEF FEED - Upland,Growth & Opti Project,FAC_REEF,,Active,true
927310e4-4f25-464c-9084-653f6755952a,230002700_PIPESTONE_LL_ACQ_CAPEX,230002700 - Pipestone ll Acq - Capex,Growth & Opti Project,FAC_PIPESTONE,,Active,true
2278bb78-0aa3-41ac-a2c0-3e484dade5c9,230002701_PS2_FAC_HISTORICAL_SPEND,230002701 - PS2 FAC - Historical Spend,Growth & Opti Project,FAC_PIPESTONE,,Active,true
8e904353-f26e-4b9c-8562-de96d036169a,230002702_PS2_GGS_HISTORICAL_SPEND,230002702 - PS2 GGS- Historical Spend,Growth & Opti Project,FAC_PIPESTONE,,Active,true
ae444edb-539a-448f-a0f0-4429fb8880e2,230002703_PS2_AGI_HISTORICAL_SPEND,230002703 - PS2 AGI - Historical Spend,Growth & Opti Project,FAC_PIPESTONE,,Active,true
8a4e4757-6159-464d-99fc-10c795415c2d,230002705_PS2_FACILITY_POST_FID,230002705 - PS2 Facility - Post FID,Growth & Opti Project,FAC_PIPESTONE,,Active,true
7e767fb9-8d44-408e-9160-e651c24b282f,230002706_PS2_GGC_POST_FID,230002706 - PS2 GGC- Post FID,Growth & Opti Project,FAC_PIPESTONE,,Active,true
d9ddbb0f-c3d1-4305-ae7d-3d1125d71b69,230002707_PS2_AGI_POST_FID,230002707 - PS2 AGI - Post FID,Growth & Opti Project,FAC_PIPESTONE,,Active,true
660f490f-ec0b-4e34-9a18-87d11f915dd4,230002708_PS2_COMMON_POST_FID,230002708 - PS2 Common - Post FID,Growth & Opti Project,FAC_PIPESTONE,,Active,true
09a62121-e9e4-4e90-a9ae-3995937fbf92,230700100_T1_T2A_SALES_GAS_MOP_INCREASE,230700100 - T1_T2A Sales Gas MOP Increase,Growth & Opti Project,FAC_TOWNSEND,,Active,true
44a20239-7a0f-40a7-b223-27c71d6e2a67,230700200_TRUCK_STA_RACK_2_MODIFICATIONS,230700200 - Truck STA Rack#2 Modifications,Growth & Opti Project,FAC_TOWNSEND,,Active,true
feb6fea2-f6c2-4268-98b8-cd0f19ee0659,230700400_NP_FACILITY_DEBOTTLENECKING,230700400 - NP Facility Debottlenecking,Growth & Opti Project,FAC_NORTH_PINE,,Active,true
b247655c-320c-484c-a8cf-e7a9dc6d7f69,230700701_NEBC_CAPACITY_EXP_FEED,230700701 - NEBC Capacity Exp - FEED,Growth & Opti Project,FAC_NEBC,,Active,true
a2759f88-c2d2-49e9-a739-b142259c1787,230700800_NORTH_PINE_BACKUP_GENERATOR,230700800 - North Pine Backup Generator,Growth & Opti Project,FAC_NORTH_PINE,,Active,true
bfa9c8d4-45e8-4f9f-8cea-9f88b53fd824,230701300_T2B_DSO_SOLVENT_INJECTION,230701300 - T2B DSO Solvent Injection,Growth & Opti Project,FAC_TOWNSEND,,Active,true
6f2b3c6f-17e0-4b70-81ff-33455972415e,230701500_TTT_WATER_IN_NGL_ANALYZER,230701500 - TTT Water-In-NGL Analyzer,Growth & Opti Project,FAC_TOWNSEND,,Active,true
a69671d3-ec70-4fc6-b939-fab11682842f,231900701_REGULATORY_IMPACT_STUDY_FEED,231900701 - Regulatory Impact Study - FEED,Growth & Opti Project,FAC_FERNDALE,,Active,true
6d38231b-e6a4-4587-a8f1-3bd4d42f1d02,231901100_RIPET_LPG_ADD_L_SEASONAL_CL,231901100 - RIPET LPG Add'l Seasonal CL,Growth & Opti Project,FAC_RIPET,,Active,true
692e67d6-4c25-413d-9a44-3ff8880f1bb2,231901301_RIEEF_FEED_BARGE_LANDING,231901301 - RIEEF FEED - Barge Landing,Growth & Opti Project,FAC_REEF,,Active,true
ed4f9ce3-8e43-4993-96a3-8aac6b2e1bb3,231901302_RIEEF_FEED_COMMON,231901302 - RIEEF FEED - Common,Growth & Opti Project,FAC_REEF,,Active,true
885c2383-2db9-419a-9ec8-26b4f2de6242,231901303_RIEEF_FEED_JETTY,231901303 - RIEEF FEED - Jetty,Growth & Opti Project,FAC_REEF,,Active,true
7907da7b-2327-4f86-8c03-164321d4ba46,231901304_RIEEF_FEED_RRUC_EARTHWORKS,231901304 - RIEEF FEED - RRUC Earthworks,Growth & Opti Project,FAC_REEF,,Active,true
3d606c2a-7488-4b8e-b445-48fe5d2650f8,231901305_RIEEF_FEED_RRUC_RAIL,231901305 - RIEEF FEED - RRUC Rail,Growth & Opti Project,FAC_REEF,,Active,true
0c8e2f6b-d728-460c-bea9-0bd47b69e358,231901306_RIEEF_FEED_RRUC_TERMINAL,231901306 - RIEEF FEED - RRUC Terminal,Growth & Opti Project,FAC_REEF,,Active,true
9607a493-cc3b-406b-9253-bea91c3950f7,231901307_RIEEF_FEED_STORAGE,231901307 - RIEEF FEED - Storage,Growth & Opti Project,FAC_REEF,,Active,true
5b6ba8d9-8a1a-4e4c-8e19-347e8e38b08e,231901308_RIEEF_FEED_UPLAND,231901308 - RIEEF FEED - Upland,Growth & Opti Project,FAC_REEF,,Active,true
b2451f76-2ed1-44d0-af91-bb25197a4ec9,240000201_RIEEF_UPLANDS_FACILITY_EXECUTE,240000201 - RIEEF Uplands Facility Execute,Growth & Opti Project,FAC_REEF,,Active,true
23a4b04e-4454-4a48-8bd5-447f3989f70c,240000202_RIEEF_UPLANDS_STORAGE_EXECUTE,240000202 - RIEEF Uplands Storage Execute,Growth & Opti Project,FAC_REEF,,Active,true
837a5e7d-73bd-4d87-b8a9-f680c64c2314,240000203_RIEEF_JETTY_EXECUTE,240000203 - RIEEF Jetty Execute,Growth & Opti Project,FAC_REEF,,Active,true
